fold,dataset_version,evaluation,split,accuracy,dataset_distance_to_benchmark
2,chance_15/change_10,alt_model,val,0.8125,0.0
3,chance_15/change_10,alt_model,val,0.83125,0.0
4,chance_15/change_10,alt_model,val,0.88125,0.0
0,chance_15/change_10,benchmark_model,test,0.885,0.0
1,chance_15/change_10,benchmark_model,test,0.845,0.0
2,chance_15/change_10,benchmark_model,test,0.88,0.0
3,chance_15/change_10,benchmark_model,test,0.815,0.0
4,chance_15/change_10,benchmark_model,test,0.86,0.0
0,chance_15/change_10,benchmark_model,val,0.85625,0.0
1,chance_15/change_10,benchmark_model,val,0.875,0.0
2,chance_15/change_10,benchmark_model,val,0.8125,0.0
3,chance_15/change_10,benchmark_model,val,0.83125,0.0
4,chance_15/change_10,benchmark_model,val,0.88125,0.0
0,chance_15/change_15,alt_model,test,0.905,0.0005795662100456621
1,chance_15/change_15,alt_model,test,0.895,0.0005795662100456621
2,chance_15/change_15,alt_model,test,0.93,0.0005795662100456621
3,chance_15/change_15,alt_model,test,0.88,0.0005795662100456621
4,chance_15/change_15,alt_model,test,0.9,0.0005795662100456621
0,chance_15/change_15,alt_model,val,0.8875,0.0005795662100456621
1,chance_15/change_15,alt_model,val,0.91875,0.0005795662100456621
2,chance_15/change_15,alt_model,val,0.86875,0.0005795662100456621
3,chance_15/change_15,alt_model,val,0.90625,0.0005795662100456621
4,chance_15/change_15,alt_model,val,0.93125,0.0005795662100456621
0,chance_15/change_15,benchmark_model,test,0.875,0.0005795662100456621
1,chance_15/change_15,benchmark_model,test,0.835,0.0005795662100456621
2,chance_15/change_15,benchmark_model,test,0.875,0.0005795662100456621
3,chance_15/change_15,benchmark_model,test,0.835,0.0005795662100456621
4,chance_15/change_15,benchmark_model,test,0.845,0.0005795662100456621
0,chance_15/change_15,benchmark_model,val,0.8375,0.0005795662100456621
1,chance_15/change_15,benchmark_model,val,0.84375,0.0005795662100456621
2,chance_15/change_15,benchmark_model,val,0.81875,0.0005795662100456621
3,chance_15/change_15,benchmark_model,val,0.84375,0.0005795662100456621
4,chance_15/change_15,benchmark_model,val,0.9,0.0005795662100456621
0,chance_15/change_20,alt_model,test,0.885,0.003488584474885845
1,chance_15/change_20,alt_model,test,0.85,0.003488584474885845
2,chance_15/change_20,alt_model,test,0.885,0.003488584474885845
3,chance_15/change_20,alt_model,test,0.815,0.003488584474885845
4,chance_15/change_20,alt_model,test,0.86,0.003488584474885845
0,chance_15/change_20,alt_model,val,0.84375,0.003488584474885845
1,chance_15/change_20,alt_model,val,0.89375,0.003488584474885845
2,chance_15/change_20,alt_model,val,0.825,0.003488584474885845
3,chance_15/change_20,alt_model,val,0.85625,0.003488584474885845
4,chance_15/change_20,alt_model,val,0.875,0.003488584474885845
0,chance_15/change_20,benchmark_model,test,0.865,0.003488584474885845
1,chance_15/change_20,benchmark_model,test,0.835,0.003488584474885845
2,chance_15/change_20,benchmark_model,test,0.875,0.003488584474885845
3,chance_15/change_20,benchmark_model,test,0.81,0.003488584474885845
4,chance_15/change_20,benchmark_model,test,0.865,0.003488584474885845
0,chance_15/change_20,benchmark_model,val,0.84375,0.003488584474885845
1,chance_15/change_20,benchmark_model,val,0.875,0.003488584474885845
2,chance_15/change_20,benchmark_model,val,0.80625,0.003488584474885845
3,chance_15/change_20,benchmark_model,val,0.84375,0.003488584474885845
4,chance_15/change_20,benchmark_model,val,0.88125,0.003488584474885845
0,chance_15/change_25,alt_model,test,0.975,0.0008441780821917808
1,chance_15/change_25,alt_model,test,0.97,0.0008441780821917808
2,chance_15/change_25,alt_model,test,0.98,0.0008441780821917808
3,chance_15/change_25,alt_model,test,0.975,0.0008441780821917808
4,chance_15/change_25,alt_model,test,0.98,0.0008441780821917808
0,chance_15/change_25,alt_model,val,0.98125,0.0008441780821917808
1,chance_15/change_25,alt_model,val,0.98125,0.0008441780821917808
2,chance_15/change_25,alt_model,val,0.96875,0.0008441780821917808
3,chance_15/change_25,alt_model,val,0.9875,0.0008441780821917808
4,chance_15/change_25,alt_model,val,0.9875,0.0008441780821917808
0,chance_15/change_25,benchmark_model,test,0.785,0.0008441780821917808
1,chance_15/change_25,benchmark_model,test,0.705,0.0008441780821917808
2,chance_15/change_25,benchmark_model,test,0.775,0.0008441780821917808
3,chance_15/change_25,benchmark_model,test,0.725,0.0008441780821917808
4,chance_15/change_25,benchmark_model,test,0.72,0.0008441780821917808
0,chance_15/change_25,benchmark_model,val,0.74375,0.0008441780821917808
1,chance_15/change_25,benchmark_model,val,0.76875,0.0008441780821917808
2,chance_15/change_25,benchmark_model,val,0.725,0.0008441780821917808
3,chance_15/change_25,benchmark_model,val,0.725,0.0008441780821917808
4,chance_15/change_25,benchmark_model,val,0.7875,0.0008441780821917808
0,chance_15/change_30,alt_model,test,0.895,0.0002877853881278539
1,chance_15/change_30,alt_model,test,0.85,0.0002877853881278539
2,chance_15/change_30,alt_model,test,0.875,0.0002877853881278539
3,chance_15/change_30,alt_model,test,0.805,0.0002877853881278539
4,chance_15/change_30,alt_model,test,0.86,0.0002877853881278539
0,chance_15/change_30,alt_model,val,0.86875,0.0002877853881278539
1,chance_15/change_30,alt_model,val,0.8625,0.0002877853881278539
2,chance_15/change_30,alt_model,val,0.83125,0.0002877853881278539
3,chance_15/change_30,alt_model,val,0.86875,0.0002877853881278539
4,chance_15/change_30,alt_model,val,0.875,0.0002877853881278539
0,chance_15/change_30,benchmark_model,test,0.79,0.0002877853881278539
1,chance_15/change_30,benchmark_model,test,0.78,0.0002877853881278539
2,chance_15/change_30,benchmark_model,test,0.82,0.0002877853881278539
3,chance_15/change_30,benchmark_model,test,0.78,0.0002877853881278539
4,chance_15/change_30,benchmark_model,test,0.785,0.0002877853881278539
0,chance_15/change_30,benchmark_model,val,0.8,0.0002877853881278539
1,chance_15/change_30,benchmark_model,val,0.825,0.0002877853881278539
2,chance_15/change_30,benchmark_model,val,0.7375,0.0002877853881278539
3,chance_15/change_30,benchmark_model,val,0.775,0.0002877853881278539
4,chance_15/change_30,benchmark_model,val,0.84375,0.0002877853881278539
0,chance_15/change_35,alt_model,test,0.88,0.005499885844748858
1,chance_15/change_35,alt_model,test,0.8,0.005499885844748858
2,chance_15/change_35,alt_model,test,0.855,0.005499885844748858
3,chance_15/change_35,alt_model,test,0.775,0.005499885844748858
4,chance_15/change_35,alt_model,test,0.855,0.005499885844748858
0,chance_15/change_35,alt_model,val,0.7875,0.005499885844748858
1,chance_15/change_35,alt_model,val,0.8875,0.005499885844748858
2,chance_15/change_35,alt_model,val,0.8375,0.005499885844748858
3,chance_15/change_35,alt_model,val,0.85625,0.005499885844748858
4,chance_15/change_35,alt_model,val,0.79375,0.005499885844748858
0,chance_15/change_35,benchmark_model,test,0.71,0.005499885844748858
1,chance_15/change_35,benchmark_model,test,0.67,0.005499885844748858
2,chance_15/change_35,benchmark_model,test,0.695,0.005499885844748858
3,chance_15/change_35,benchmark_model,test,0.62,0.005499885844748858
4,chance_15/change_35,benchmark_model,test,0.69,0.005499885844748858
0,chance_15/change_35,benchmark_model,val,0.61875,0.005499885844748858
1,chance_15/change_35,benchmark_model,val,0.69375,0.005499885844748858
2,chance_15/change_35,benchmark_model,val,0.69375,0.005499885844748858
3,chance_15/change_35,benchmark_model,val,0.69375,0.005499885844748858
4,chance_15/change_35,benchmark_model,val,0.6625,0.005499885844748858
0,chance_15/change_40,alt_model,test,0.93,0.004956278538812786
1,chance_15/change_40,alt_model,test,0.935,0.004956278538812786
2,chance_15/change_40,alt_model,test,0.895,0.004956278538812786
3,chance_15/change_40,alt_model,test,0.88,0.004956278538812786
4,chance_15/change_40,alt_model,test,0.93,0.004956278538812786
0,chance_15/change_40,alt_model,val,0.9,0.004956278538812786
1,chance_15/change_40,alt_model,val,0.94375,0.004956278538812786
2,chance_15/change_40,alt_model,val,0.875,0.004956278538812786
3,chance_15/change_40,alt_model,val,0.9,0.004956278538812786
4,chance_15/change_40,alt_model,val,0.94375,0.004956278538812786
0,chance_15/change_40,benchmark_model,test,0.77,0.004956278538812786
1,chance_15/change_40,benchmark_model,test,0.725,0.004956278538812786
2,chance_15/change_40,benchmark_model,test,0.77,0.004956278538812786
3,chance_15/change_40,benchmark_model,test,0.77,0.004956278538812786
4,chance_15/change_40,benchmark_model,test,0.765,0.004956278538812786
0,chance_15/change_40,benchmark_model,val,0.75625,0.004956278538812786
1,chance_15/change_40,benchmark_model,val,0.7375,0.004956278538812786
2,chance_15/change_40,benchmark_model,val,0.775,0.004956278538812786
3,chance_15/change_40,benchmark_model,val,0.76875,0.004956278538812786
4,chance_15/change_40,benchmark_model,val,0.7375,0.004956278538812786
0,chance_15/change_45,alt_model,test,0.86,0.010292465753424658
1,chance_15/change_45,alt_model,test,0.84,0.010292465753424658
2,chance_15/change_45,alt_model,test,0.83,0.010292465753424658
3,chance_15/change_45,alt_model,test,0.84,0.010292465753424658
4,chance_15/change_45,alt_model,test,0.86,0.010292465753424658
0,chance_15/change_45,alt_model,val,0.88125,0.010292465753424658
1,chance_15/change_45,alt_model,val,0.875,0.010292465753424658
2,chance_15/change_45,alt_model,val,0.875,0.010292465753424658
3,chance_15/change_45,alt_model,val,0.8375,0.010292465753424658
4,chance_15/change_45,alt_model,val,0.8,0.010292465753424658
0,chance_15/change_45,benchmark_model,test,0.475,0.010292465753424658
1,chance_15/change_45,benchmark_model,test,0.515,0.010292465753424658
2,chance_15/change_45,benchmark_model,test,0.35,0.010292465753424658
3,chance_15/change_45,benchmark_model,test,0.355,0.010292465753424658
4,chance_15/change_45,benchmark_model,test,0.515,0.010292465753424658
0,chance_15/change_45,benchmark_model,val,0.50625,0.010292465753424658
1,chance_15/change_45,benchmark_model,val,0.49375,0.010292465753424658
2,chance_15/change_45,benchmark_model,val,0.36875,0.010292465753424658
3,chance_15/change_45,benchmark_model,val,0.34375,0.010292465753424658
4,chance_15/change_45,benchmark_model,val,0.5,0.010292465753424658
0,chance_15/change_5,alt_model,test,0.875,0.0033333333333333335
1,chance_15/change_5,alt_model,test,0.81,0.0033333333333333335
2,chance_15/change_5,alt_model,test,0.9,0.0033333333333333335
3,chance_15/change_5,alt_model,test,0.79,0.0033333333333333335
4,chance_15/change_5,alt_model,test,0.855,0.0033333333333333335
0,chance_15/change_5,alt_model,val,0.84375,0.0033333333333333335
1,chance_15/change_5,alt_model,val,0.88125,0.0033333333333333335
2,chance_15/change_5,alt_model,val,0.85,0.0033333333333333335
3,chance_15/change_5,alt_model,val,0.85,0.0033333333333333335
4,chance_15/change_5,alt_model,val,0.84375,0.0033333333333333335
0,chance_15/change_5,benchmark_model,test,0.87,0.0033333333333333335
1,chance_15/change_5,benchmark_model,test,0.83,0.0033333333333333335
2,chance_15/change_5,benchmark_model,test,0.875,0.0033333333333333335
3,chance_15/change_5,benchmark_model,test,0.795,0.0033333333333333335
4,chance_15/change_5,benchmark_model,test,0.87,0.0033333333333333335
0,chance_15/change_5,benchmark_model,val,0.88125,0.0033333333333333335
1,chance_15/change_5,benchmark_model,val,0.86875,0.0033333333333333335
2,chance_15/change_5,benchmark_model,val,0.8375,0.0033333333333333335
3,chance_15/change_5,benchmark_model,val,0.825,0.0033333333333333335
4,chance_15/change_5,benchmark_model,val,0.8625,0.0033333333333333335
0,chance_15/change_50,alt_model,test,0.8,0.015563470319634704
1,chance_15/change_50,alt_model,test,0.815,0.015563470319634704
2,chance_15/change_50,alt_model,test,0.725,0.015563470319634704
3,chance_15/change_50,alt_model,test,0.705,0.015563470319634704
4,chance_15/change_50,alt_model,test,0.735,0.015563470319634704
0,chance_15/change_50,alt_model,val,0.71875,0.015563470319634704
1,chance_15/change_50,alt_model,val,0.7625,0.015563470319634704
2,chance_15/change_50,alt_model,val,0.7,0.015563470319634704
3,chance_15/change_50,alt_model,val,0.80625,0.015563470319634704
4,chance_15/change_50,alt_model,val,0.78125,0.015563470319634704
0,chance_15/change_50,benchmark_model,test,0.19,0.015563470319634704
1,chance_15/change_50,benchmark_model,test,0.225,0.015563470319634704
2,chance_15/change_50,benchmark_model,test,0.15,0.015563470319634704
3,chance_15/change_50,benchmark_model,test,0.135,0.015563470319634704
4,chance_15/change_50,benchmark_model,test,0.115,0.015563470319634704
0,chance_15/change_50,benchmark_model,val,0.20625,0.015563470319634704
1,chance_15/change_50,benchmark_model,val,0.21875,0.015563470319634704
2,chance_15/change_50,benchmark_model,val,0.13125,0.015563470319634704
3,chance_15/change_50,benchmark_model,val,0.09375,0.015563470319634704
4,chance_15/change_50,benchmark_model,val,0.125,0.015563470319634704
0,chance_20/change_10,alt_model,test,0.885,4.5662100456621004e-07
1,chance_20/change_10,alt_model,test,0.845,4.5662100456621004e-07
2,chance_20/change_10,alt_model,test,0.88,4.5662100456621004e-07
3,chance_20/change_10,alt_model,test,0.815,4.5662100456621004e-07
4,chance_20/change_10,alt_model,test,0.86,4.5662100456621004e-07
0,chance_20/change_10,alt_model,val,0.85625,4.5662100456621004e-07
1,chance_20/change_10,alt_model,val,0.875,4.5662100456621004e-07
2,chance_20/change_10,alt_model,val,0.8125,4.5662100456621004e-07
3,chance_20/change_10,alt_model,val,0.83125,4.5662100456621004e-07
4,chance_20/change_10,alt_model,val,0.88125,4.5662100456621004e-07
0,chance_20/change_10,benchmark_model,test,0.885,4.5662100456621004e-07
1,chance_20/change_10,benchmark_model,test,0.845,4.5662100456621004e-07
2,chance_20/change_10,benchmark_model,test,0.88,4.5662100456621004e-07
3,chance_20/change_10,benchmark_model,test,0.815,4.5662100456621004e-07
4,chance_20/change_10,benchmark_model,test,0.86,4.5662100456621004e-07
0,chance_20/change_10,benchmark_model,val,0.85625,4.5662100456621004e-07
1,chance_20/change_10,benchmark_model,val,0.875,4.5662100456621004e-07
2,chance_20/change_10,benchmark_model,val,0.8125,4.5662100456621004e-07
3,chance_20/change_10,benchmark_model,val,0.83125,4.5662100456621004e-07
4,chance_20/change_10,benchmark_model,val,0.88125,4.5662100456621004e-07
0,chance_20/change_15,alt_model,test,0.885,1.9406392694063926e-06
1,chance_20/change_15,alt_model,test,0.83,1.9406392694063926e-06
2,chance_20/change_15,alt_model,test,0.87,1.9406392694063926e-06
3,chance_20/change_15,alt_model,test,0.805,1.9406392694063926e-06
4,chance_20/change_15,alt_model,test,0.86,1.9406392694063926e-06
0,chance_20/change_15,alt_model,val,0.85625,1.9406392694063926e-06
1,chance_20/change_15,alt_model,val,0.8375,1.9406392694063926e-06
2,chance_20/change_15,alt_model,val,0.80625,1.9406392694063926e-06
3,chance_20/change_15,alt_model,val,0.8125,1.9406392694063926e-06
4,chance_20/change_15,alt_model,val,0.88125,1.9406392694063926e-06
0,chance_20/change_15,benchmark_model,test,0.885,1.9406392694063926e-06
1,chance_20/change_15,benchmark_model,test,0.845,1.9406392694063926e-06
2,chance_20/change_15,benchmark_model,test,0.875,1.9406392694063926e-06
3,chance_20/change_15,benchmark_model,test,0.815,1.9406392694063926e-06
4,chance_20/change_15,benchmark_model,test,0.86,1.9406392694063926e-06
0,chance_20/change_15,benchmark_model,val,0.85625,1.9406392694063926e-06
1,chance_20/change_15,benchmark_model,val,0.875,1.9406392694063926e-06
2,chance_20/change_15,benchmark_model,val,0.8125,1.9406392694063926e-06
3,chance_20/change_15,benchmark_model,val,0.83125,1.9406392694063926e-06
4,chance_20/change_15,benchmark_model,val,0.88125,1.9406392694063926e-06
0,chance_20/change_20,alt_model,test,0.965,0.002072716894977169
1,chance_20/change_20,alt_model,test,0.965,0.002072716894977169
2,chance_20/change_20,alt_model,test,0.97,0.002072716894977169
3,chance_20/change_20,alt_model,test,0.96,0.002072716894977169
4,chance_20/change_20,alt_model,test,0.96,0.002072716894977169
0,chance_20/change_20,alt_model,val,0.9625,0.002072716894977169
1,chance_20/change_20,alt_model,val,0.98125,0.002072716894977169
2,chance_20/change_20,alt_model,val,0.96875,0.002072716894977169
3,chance_20/change_20,alt_model,val,0.9625,0.002072716894977169
4,chance_20/change_20,alt_model,val,0.98125,0.002072716894977169
0,chance_20/change_20,benchmark_model,test,0.76,0.002072716894977169
1,chance_20/change_20,benchmark_model,test,0.815,0.002072716894977169
2,chance_20/change_20,benchmark_model,test,0.805,0.002072716894977169
3,chance_20/change_20,benchmark_model,test,0.755,0.002072716894977169
4,chance_20/change_20,benchmark_model,test,0.885,0.002072716894977169
0,chance_20/change_20,benchmark_model,val,0.75625,0.002072716894977169
1,chance_20/change_20,benchmark_model,val,0.84375,0.002072716894977169
2,chance_20/change_20,benchmark_model,val,0.74375,0.002072716894977169
3,chance_20/change_20,benchmark_model,val,0.71875,0.002072716894977169
4,chance_20/change_20,benchmark_model,val,0.925,0.002072716894977169
0,chance_20/change_25,alt_model,test,0.845,0.0004694063926940639
1,chance_20/change_25,alt_model,test,0.83,0.0004694063926940639
2,chance_20/change_25,alt_model,test,0.885,0.0004694063926940639
